1219.0,2,34,up
1219.0,2,40,up
1219.0,2,35,down
1219.0,2,34,down
1221.0,15,27,up
1221.0,15,35,down
1221.0,15,27,down
1223.0,2,33,up
1223.0,2,19,up
1223.0,2,38,down
1223.0,2,6,down
1223.0,2,0,down
1223.0,2,21,down
1223.0,2,33,down
1224.0,8,40,up
1224.0,8,0,up
1224.0,8,6,up
1224.0,8,40,down
1224.0,8,0,down
1226.0,2,39,up
1226.0,2,3,up
1226.0,2,37,up
1226.0,2,9,down
1226.0,2,4,down
1226.0,2,40,down
1226.0,2,19,down
1226.0,2,39,down
1226.0,2,3,down
1226.0,2,37,down
1236.0,22,27,up
1236.0,22,27,down
1243.0,4,28,up
1243.0,4,38,up
1243.0,4,0,up
1243.0,4,18,down
1243.0,4,6,down
1243.0,38,13,up
1243.0,38,23,up
1243.0,38,35,up
1243.0,38,3,up
1243.0,38,9,down
1243.0,38,13,down
1243.0,38,23,down
1243.0,38,35,down
1245.0,4,23,up
1245.0,4,21,up
1245.0,4,7,up
1245.0,4,10,up
1245.0,4,23,down
1245.0,4,21,down
1245.0,4,7,down
1245.0,4,10,down
1246.0,25,40,up
1246.0,25,16,up
1246.0,25,24,up
1246.0,25,18,up
1246.0,25,4,up
1246.0,25,10,up
1246.0,25,6,up
1246.0,25,40,down
1246.0,25,16,down
1246.0,25,24,down
1246.0,25,18,down
1246.0,25,4,down
1246.0,25,10,down
1248.0,19,21,up
1248.0,19,34,up
1248.0,19,9,up
1248.0,19,23,up
1248.0,19,3,up
1248.0,19,4,up
1248.0,19,21,down
1248.0,19,34,down
1248.0,19,9,down
1248.0,19,23,down
1250.0,19,16,up
1250.0,19,33,up
1250.0,19,38,up
1250.0,19,39,up
1250.0,19,3,down
1250.0,19,4,down
1250.0,19,16,down
1250.0,25,8,up
1250.0,25,34,up
1250.0,25,38,up
1250.0,25,28,up
1250.0,25,6,down
1250.0,25,8,down
1250.0,25,34,down
1253.0,25,33,up
1253.0,25,26,up
1253.0,25,33,down
1253.0,25,26,down
1253.0,32,26,up
1255.0,29,25,up
1255.0,29,0,up
1255.0,29,36,up
1255.0,29,16,up
1255.0,29,18,up
1255.0,29,34,up
1255.0,29,40,up
1255.0,29,25,down
1255.0,29,0,down
1255.0,29,36,down
1255.0,29,16,down
1255.0,29,18,down
1255.0,29,34,down
1258.0,29,13,up
1258.0,29,19,up
1258.0,29,9,up
1258.0,29,23,up
1258.0,29,13,down
1258.0,29,19,down
1258.0,29,9,down
1271.0,9,35,up
1271.0,9,34,up
1271.0,9,19,up
1271.0,9,6,up
1271.0,9,37,down
1271.0,9,24,down
1271.0,9,35,down
1271.0,21,23,up
1271.0,21,37,up
1271.0,21,28,up
1271.0,21,6,down
1271.0,21,18,down
1271.0,21,23,down
1271.0,21,37,down
1275.0,39,3,up
1275.0,39,37,up
1275.0,39,29,up
1275.0,39,13,up
1275.0,39,8,up
1275.0,39,3,down
1275.0,39,37,down
1277.0,21,0,up
1277.0,21,4,up
1277.0,21,34,up
1277.0,21,28,down
1279.0,35,6,up
1279.0,35,40,up
1279.0,35,39,up
1279.0,35,4,up
1279.0,35,34,up
1279.0,35,33,up
1279.0,35,26,down
1279.0,35,6,down
1279.0,35,40,down
1279.0,35,39,down
1279.0,35,4,down
1283.0,34,4,up
1283.0,34,21,up
1283.0,34,13,up
1283.0,34,23,up
1283.0,34,40,down
1283.0,34,4,down
1283.0,34,21,down
1283.0,34,13,down
1283.0,34,23,down
1285.0,34,17,up
1285.0,34,3,up
1285.0,34,37,up
1285.0,34,28,up
1285.0,34,9,up
1285.0,34,16,up
1285.0,34,10,down
1285.0,34,17,down
1285.0,34,3,down
1286.0,13,24,up
1286.0,13,19,up
1286.0,13,39,up
1286.0,13,8,down
1286.0,13,9,down
1286.0,13,24,down
1286.0,13,19,down
1288.0,28,6,up
1288.0,28,38,up
1288.0,28,7,down
1288.0,28,6,down
1291.0,0,9,up
1291.0,0,21,up
1291.0,0,4,down
1291.0,0,9,down
1296.0,0,23,up
1296.0,0,10,up
1296.0,0,21,down
1296.0,0,23,down
1297.0,18,38,up
1297.0,18,23,up
1297.0,18,36,up
1297.0,18,33,up
1297.0,18,6,up
1297.0,18,38,down
1297.0,18,23,down
1297.0,18,36,down
1297.0,18,33,down
1297.0,18,6,down
1298.0,18,10,up
1298.0,18,9,up
1298.0,18,19,up
1298.0,18,17,up
1298.0,18,28,down
1298.0,18,10,down
1298.0,18,9,down
1298.0,18,19,down
1300.0,26,3,up
1300.0,26,4,up
1300.0,26,3,down
1300.0,26,4,down
1311.0,37,21,up
1311.0,37,38,up
1311.0,37,40,up
1311.0,37,29,up
1311.0,37,28,up
1311.0,37,21,down
1311.0,37,38,down
1311.0,37,40,down
1315.0,10,33,up
1315.0,10,13,up
1315.0,10,39,down
1315.0,10,18,down
1315.0,10,33,down
1315.0,10,13,down
1315.0,24,29,up
1315.0,24,6,up
1315.0,24,13,down
1315.0,24,23,down
1315.0,24,29,down
1319.0,23,10,up
1319.0,23,8,up
1319.0,23,28,up
1319.0,23,17,up
1319.0,23,36,up
1319.0,23,10,down
1319.0,23,8,down
1319.0,23,28,down
1319.0,23,17,down
1321.0,16,7,up
1321.0,16,33,up
1321.0,16,19,down
1321.0,16,10,down
1321.0,16,3,down
1321.0,16,23,down
1321.0,16,7,down
1325.0,40,25,up
1325.0,40,6,up
1325.0,40,33,down
1325.0,40,25,down
1326.0,40,36,up
1326.0,40,35,up
1326.0,40,37,up
1327.0,6,26,up
1327.0,6,9,up
1327.0,6,10,up
1327.0,6,3,up
1327.0,6,26,down
1327.0,6,9,down
1328.0,3,35,up
1328.0,3,9,up
1328.0,3,38,up
1328.0,3,6,up
1328.0,3,35,down
1328.0,3,9,down
1328.0,3,38,down
1328.0,3,6,down
1328.0,33,36,up
1328.0,33,40,up
1328.0,33,18,up
1328.0,33,23,down
1328.0,33,34,down
1328.0,33,36,down
1328.0,33,40,down
1329.0,6,35,up
1329.0,6,16,up
1329.0,6,28,up
1329.0,6,7,up
1329.0,6,13,down
1329.0,6,35,down
1329.0,6,16,down
1329.0,6,28,down
1329.0,17,37,up
1329.0,17,19,up
1329.0,17,21,down
1329.0,17,16,down
1329.0,17,6,down
1329.0,17,40,down
1329.0,17,37,down
1333.0,7,18,up
1333.0,7,24,up
1333.0,7,23,down
1333.0,7,33,down
1333.0,7,18,down
1338.0,8,38,up
1338.0,8,3,up
1338.0,8,33,up
1338.0,8,19,up
1338.0,8,38,down
1338.0,8,3,down
1355.0,38,25,up
1355.0,38,24,up
1355.0,38,33,down
1355.0,38,37,down
1355.0,38,25,down
1355.0,38,24,down
1356.0,38,17,up
1356.0,38,19,up
1356.0,38,10,up
1356.0,38,34,up
1356.0,38,17,down
1357.0,4,16,up
1357.0,4,35,up
1357.0,4,28,down
1357.0,4,38,down
1357.0,4,0,down
1357.0,4,16,down
1358.0,38,6,up
1358.0,38,23,up
1358.0,38,35,up
1358.0,38,39,up
1358.0,38,3,down
